"","MS_SubClass","MS_Zoning","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_Type_2","Heating","Heating_QC","Central_Air","Electrical","Kitchen_Qual","Functional","Fireplace_Qu","Garage_Type","Garage_Finish","Garage_Qual","Garage_Cond","Paved_Drive","Pool_QC","Fence","Misc_Feature","Sale_Type","Sale_Condition","PID","Lot_Frontage","Lot_Area","Year_Built","Year_Remod_Add","Mas_Vnr_Area","BsmtFin_SF_1","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","First_Flr_SF","Second_Flr_SF","Low_Qual_Fin_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","TotRms_AbvGrd","Fireplaces","Garage_Yr_Blt","Garage_Cars","Garage_Area","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Misc_Val","Mo_Sold","Year_Sold","Sale_Price"
"2709","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Other","Other","CompShg","Other","Other","BrkFace","Typical","Typical","CBlock","Typical","Typical","Other","Other","Unf","GasA","Typical","Y","SBrkr","Typical","Typ","Typical","Attchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",905103130,0,11327,1967,1967,305,1,0,285,1064,1064,0,0,1064,0,1,1,0,3,1,6,1,1967,2,528,314,48,0,0,0,0,0,6,2006,153600
"2710","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Other","Average","Other","Gable","CompShg","VinylSd","VinylSd","BrkFace","Typical","Typical","CBlock","Typical","Typical","Other","Other","Other","GasA","Excellent","Y","SBrkr","Typical","Typ","Other","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Other",905103140,96,11777,1966,1966,97,4,551,285,1164,1320,0,0,1320,1,0,1,0,3,1,6,2,1966,2,564,160,68,240,0,0,0,0,5,2006,164500
"2711","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Other","Above_Average","Other","Gable","CompShg","Other","Other","None","Typical","Other","CBlock","Typical","Typical","Other","GLQ","Unf","GasA","Typical","Y","SBrkr","Typical","Typ","No_Fireplace","Attchd","Unf","Typical","Typical","Paved","No_Pool","Other","Other","WD ","Normal",905103180,80,10366,1964,1964,0,3,0,456,912,934,0,0,934,0,1,1,0,2,1,4,0,1964,1,336,77,0,0,0,0,0,500,7,2006,132000
"2712","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Other","Gable","CompShg","Other","Other","None","Typical","Typical","CBlock","Typical","Typical","No","Other","Unf","GasA","Other","Y","SBrkr","Typical","Typ","No_Fireplace","Attchd","Fin","Typical","Typical","Paved","No_Pool","Other","None","WD ","Other",905105010,75,9000,1966,1966,0,1,0,286,1059,1059,0,0,1059,1,0,1,0,3,1,6,0,1966,1,286,0,88,0,0,0,0,0,6,2006,142500
"2713","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Average","Other","CompShg","Other","Other","BrkFace","Typical","Typical","CBlock","Typical","Typical","No","Other","Unf","GasA","Typical","Y","SBrkr","Typical","Typ","Other","Attchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",905106210,0,11553,1968,1968,188,2,0,378,1051,1159,0,0,1159,0,0,1,1,3,1,7,1,1968,1,336,466,0,0,0,0,0,0,7,2006,158000
"2714","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Above_Average","Other","Other","CompShg","Other","Other","BrkFace","Typical","Typical","CBlock","Typical","Typical","No","Other","Unf","GasA","Typical","Y","SBrkr","Typical","Typ","Typical","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",905107070,74,7844,1978,1978,203,1,0,463,672,672,728,0,1400,0,0,1,1,3,1,6,1,1978,2,440,0,0,0,0,0,0,0,3,2006,149500
"2715","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Average","Gable","CompShg","Other","Other","BrkFace","Typical","Typical","CBlock","Typical","Typical","No","Other","Other","GasA","Typical","Y","SBrkr","Typical","Typ","Typical","Attchd","Unf","Typical","Typical","Paved","No_Pool","Other","None","WD ","Normal",905107220,0,9535,1967,1967,450,2,982,0,1176,1458,0,0,1458,1,0,1,1,3,1,7,1,1967,2,512,284,0,0,0,0,0,0,7,2006,165000
"2716","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Other","Gable","CompShg","Other","Other","None","Typical","Typical","CBlock","Typical","Typical","No","Other","Unf","GasA","Other","Y","SBrkr","Typical","Other","Typical","Attchd","RFn","Typical","Typical","Paved","No_Pool","Other","None","WD ","Normal",905107240,78,10335,1968,1993,0,6,0,891,1461,1721,0,0,1721,0,0,2,1,3,1,7,1,1968,2,440,0,96,180,0,0,0,0,7,2006,180000
"2717","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Other","Above_Average","Other","Gable","CompShg","Other","Other","BrkFace","Typical","Typical","CBlock","Typical","Other","Other","GLQ","Unf","GasA","Other","Y","SBrkr","Typical","Typ","Other","Detchd","Unf","Typical","Typical","Paved","No_Pool","Other","None","WD ","Normal",905107300,0,7176,1978,1978,200,3,0,166,960,1040,0,0,1040,1,0,1,0,3,1,6,1,1979,2,616,131,0,0,0,180,0,0,7,2006,160500
"2718","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","One_Story","Average","Other","Gable","CompShg","Other","Other","None","Typical","Typical","CBlock","Good","Typical","No","Unf","Unf","GasA","Typical","Y","SBrkr","Typical","Typ","No_Fireplace","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",905108090,0,9662,1977,1977,0,7,0,1967,1967,1967,0,0,1967,0,0,2,0,6,2,10,0,1977,2,580,170,0,0,0,0,0,0,8,2006,156500
"2719","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","One_Story","Average","Other","Gable","CompShg","Other","Other","BrkFace","Typical","Typical","CBlock","Typical","Typical","No","Other","Unf","GasA","Typical","Y","SBrkr","Typical","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",905108120,75,8235,1977,1977,99,6,0,1466,1949,1949,0,0,1949,0,0,2,0,6,2,10,0,1977,2,586,32,0,0,0,0,0,0,5,2006,157000
"2720","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Other","Average","Average","Gable","CompShg","Other","Other","None","Good","Other","CBlock","Typical","Typical","No","Other","Other","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",905200280,0,13650,1958,1958,0,1,441,554,1052,1252,668,0,1920,1,0,2,0,4,1,8,1,1958,2,451,0,0,0,0,0,0,0,7,2006,172500
"2721","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Other","Gable","CompShg","Other","Other","Other","Typical","Typical","CBlock","Typical","Typical","No","Other","Other","GasA","Excellent","Y","SBrkr","Typical","Other","Typical","Attchd","RFn","Typical","Typical","Paved","No_Pool","Other","None","WD ","Normal",905200290,88,13125,1957,2000,67,6,682,284,1134,1803,0,0,1803,1,0,2,0,3,1,8,1,1957,2,484,0,0,0,0,0,0,0,1,2006,155000
"2722","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Other","Other","CompShg","Other","Other","None","Typical","Typical","CBlock","Typical","Typical","Other","Other","Other","GasA","Typical","Y","SBrkr","Typical","Typ","Good","Attchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Other",905200340,102,17920,1955,1974,0,1,1085,372,1763,1779,0,0,1779,1,0,1,1,3,1,6,1,1955,2,454,0,418,0,0,312,0,0,7,2006,170000
"2723","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Average","Gable","CompShg","Other","Other","Other","Typical","Typical","Other","Typical","Typical","No","Unf","Unf","GasA","Other","Other","Other","Other","Other","Good","Detchd","Unf","Other","Other","Other","No_Pool","No_Fence","None","WD ","Normal",905200380,0,17529,1924,1950,65,7,0,872,872,872,0,0,872,0,0,1,0,2,1,5,1,1924,1,322,0,0,116,0,0,0,0,4,2006,105000
"2724","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Other","Other","Other","Gable","CompShg","VinylSd","VinylSd","None","Typical","Other","CBlock","Typical","Other","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Typical","Typ","No_Fireplace","Attchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",905200490,0,10246,1965,2001,0,3,0,0,648,960,0,0,960,1,1,0,0,0,1,3,0,1965,1,364,88,0,0,0,0,0,0,5,2006,145000
"2725","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Other","AllPub","Other","Other","Other","Norm","Norm","OneFam","One_Story","Average","Other","Gable","CompShg","Other","Other","None","Typical","Typical","CBlock","Typical","Typical","No","Other","Unf","GasA","Other","Y","SBrkr","Typical","Other","Typical","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",905201090,0,14175,1956,1987,0,6,0,200,1188,1437,0,0,1437,1,0,1,1,3,1,6,1,1999,2,576,304,0,0,0,0,0,0,11,2006,168000
"2726","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Other","AllPub","Inside","Other","Other","Norm","Norm","OneFam","One_Story","Good","Other","Gable","Other","Other","Other","BrkFace","Typical","Typical","CBlock","Good","Typical","Other","Other","Other","GasA","Typical","Y","SBrkr","Typical","Typ","Good","Attchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",905202190,0,20355,1967,1967,123,6,826,229,1865,1830,0,0,1830,1,0,1,0,2,1,6,2,1967,2,521,0,115,168,0,0,0,0,6,2006,278000
"2727","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Other","AllPub","Inside","Other","Other","Norm","Norm","OneFam","One_Story","Average","Other","Other","Other","Other","Other","None","Typical","Typical","CBlock","Good","Typical","Other","Other","Other","GasA","Excellent","Y","SBrkr","Typical","Typ","Typical","Attchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",905202210,87,13050,1963,1963,0,6,850,46,1000,1000,0,0,1000,1,0,1,0,1,1,4,2,1993,2,575,238,0,148,0,0,0,0,4,2006,164000
"2728","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Other","Good","Other","Gable","CompShg","Other","Other","None","Good","Typical","CBlock","Typical","Typical","No","Other","Unf","Other","Typical","Y","SBrkr","Typical","Typ","Typical","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",905225080,81,15593,1953,1953,0,2,0,701,1304,1304,983,0,2287,0,0,2,0,3,1,7,1,1953,2,667,0,21,114,0,0,0,0,7,2006,225000
"2729","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Other","Norm","OneFam","Other","Average","Other","Gable","CompShg","Other","Other","BrkFace","Typical","Typical","PConc","Good","Typical","Other","GLQ","Other","GasA","Excellent","Y","SBrkr","Typical","Typ","No_Fireplace","Detchd","Unf","Typical","Typical","Paved","No_Pool","Other","None","WD ","Normal",905300010,72,10820,1971,1972,153,3,159,88,782,810,0,0,810,1,0,1,0,2,1,4,0,1973,2,576,0,0,0,0,0,0,0,6,2006,130000
"2730","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Average","Other","CompShg","Other","Other","None","Typical","Typical","CBlock","Typical","Typical","No","Other","Unf","GasA","Typical","Y","SBrkr","Typical","Typ","Other","Attchd","Unf","Typical","Typical","Paved","No_Pool","Other","None","WD ","Normal",905300080,100,13350,1974,1974,0,1,0,102,864,894,0,0,894,1,0,1,0,3,1,5,1,1974,2,440,241,0,0,0,0,0,0,6,2006,142500
"2731","Other","Residential_Low_Density","No_Alley_Access","Regular","Other","AllPub","Inside","Gtl","Other","Norm","Norm","Other","Other","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","Other","GLQ","Unf","GasA","Typical","Y","SBrkr","Good","Typ","No_Fireplace","Other","Fin","Other","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",905351045,0,1700,1980,1981,0,3,0,33,430,880,680,140,1700,1,0,2,1,2,1,7,0,1980,1,450,188,36,0,0,200,0,0,4,2006,148400
"2732","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Other","AllPub","Inside","Other","Other","Norm","Norm","OneFam","One_Story","Good","Average","Gable","CompShg","Other","Other","None","Typical","Typical","PConc","Good","Typical","Other","GLQ","Unf","GasA","Other","Y","SBrkr","Good","Typ","Typical","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Other",905351150,0,5271,1986,1986,0,3,0,371,1453,1453,0,0,1453,1,0,1,1,2,1,6,1,1986,2,445,0,80,0,0,184,0,0,12,2006,190000
"2733","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","Other","Other","None","Typical","Other","CBlock","Typical","Typical","No","Other","Unf","GasA","Excellent","Y","SBrkr","Typical","Typ","Good","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",905402110,75,9375,1954,1954,0,6,0,168,967,1350,0,0,1350,0,0,1,1,3,1,6,1,1954,2,504,237,0,0,0,0,0,0,6,2006,146000
"2734","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Other","Average","Average","Gable","CompShg","Other","Other","None","Typical","Typical","Other","Typical","Typical","No","Other","Unf","GasA","Excellent","Other","Other","Typical","Other","Typical","Other","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Other",905403050,62,6488,1942,1950,0,4,0,569,799,799,351,0,1150,0,0,1,0,3,1,6,2,1942,1,215,264,0,0,0,0,0,0,3,2006,128000
"2735","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Other","AllPub","Inside","Other","Other","Norm","Norm","OneFam","Two_Story","Average","Other","Gable","CompShg","Other","Other","None","Typical","Other","CBlock","Typical","Other","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Other","Typ","No_Fireplace","Attchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",905426100,78,7800,1948,2002,0,3,0,293,896,1112,896,0,2008,1,0,3,0,3,1,8,0,1948,1,230,103,0,0,0,0,0,0,8,2006,225000
"2736","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Other","Above_Average","Other","Other","Other","Other","Other","None","Good","Other","CBlock","Good","Typical","Other","Unf","Unf","GasA","Typical","Y","SBrkr","Good","Typ","Good","Attchd","Unf","Other","Other","Paved","Other","Other","None","WD ","Other",905426150,0,19690,1966,1966,0,7,0,697,697,1575,626,0,2201,0,0,2,0,4,1,8,1,1966,2,432,586,236,0,0,0,738,0,8,2006,274970
"2737","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Two_Story","Above_Average","Other","Gable","CompShg","Other","Other","None","Typical","Typical","PConc","Typical","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Typical","Typ","Good","Other","Unf","Typical","Typical","Other","No_Pool","No_Fence","None","WD ","Normal",905427010,114,19950,1928,1950,0,7,0,672,672,1337,672,0,2009,0,0,2,0,4,1,8,2,1928,3,795,0,42,0,0,180,0,0,12,2006,235000
"2738","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Other","Above_Average","Other","Gable","CompShg","Other","Other","None","Typical","Typical","Other","Typical","Typical","No","Other","Unf","GasA","Other","Y","SBrkr","Good","Typ","Good","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",905427030,60,19800,1935,1990,0,6,0,1411,1836,1836,1836,0,3672,0,0,3,1,5,1,7,2,1993,2,836,684,80,32,0,0,0,0,12,2006,415000
"2739","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Other","Average","Average","Gable","CompShg","Other","Other","Other","Typical","Typical","CBlock","Typical","Typical","Other","Other","Other","GasA","Excellent","Y","SBrkr","Typical","Other","Other","Attchd","Fin","Typical","Typical","Paved","No_Pool","Other","None","WD ","Normal",905427140,78,11679,1962,1962,96,1,1164,0,1776,1560,0,0,1560,0,1,2,0,3,1,6,1,1962,2,528,453,253,144,0,0,0,0,5,2006,182000
"2740","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Other","Gable","CompShg","Other","Other","BrkFace","Typical","Typical","Other","Other","Other","Other","Other","Other","GasA","Other","Y","SBrkr","Typical","Typ","Other","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",905451050,80,12048,1952,2002,232,5,0,0,0,1488,0,0,1488,0,0,1,0,3,1,7,1,2002,2,569,0,189,36,0,348,0,0,4,2006,135000
"2741","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Other","Other","CompShg","Other","Other","Other","Typical","Typical","CBlock","Typical","Typical","Other","Unf","Unf","GasA","Other","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",905451410,70,10519,1955,1999,164,7,0,1057,1057,1057,0,0,1057,0,1,1,0,3,1,6,0,1955,1,288,0,0,0,0,0,0,0,3,2006,137000
"2742","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Other","Above_Average","Other","Gable","CompShg","Other","Other","None","Typical","Typical","CBlock","Typical","Other","No","Other","Unf","GasA","Other","Y","SBrkr","Typical","Typ","No_Fireplace","Attchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",905452140,75,9525,1954,1972,0,6,0,550,994,1216,639,0,1855,0,0,2,0,4,1,7,0,1954,1,325,182,0,0,0,0,0,0,10,2006,136900
"2743","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Other","Above_Average","Average","Gable","CompShg","Other","Other","None","Typical","Typical","CBlock","Typical","Typical","No","Other","Unf","GasA","Typical","Y","SBrkr","Typical","Typ","No_Fireplace","Attchd","Unf","Other","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",905452150,75,9525,1953,1953,0,4,0,532,1000,1068,541,0,1609,0,0,1,1,5,1,7,0,1953,1,305,0,0,0,0,0,0,0,7,2006,149900
"2744","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Other","Gable","CompShg","Other","Other","None","Typical","Typical","PConc","Other","Other","Other","Other","Other","GasA","Other","Y","Other","Typical","Typ","No_Fireplace","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",905475150,57,6420,1952,1952,0,4,551,219,980,1148,0,0,1148,0,1,1,0,2,1,6,0,1952,1,308,0,0,0,0,0,0,0,9,2006,123500
"2745","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Average","Gable","CompShg","Other","Other","None","Typical","Typical","Other","Other","Other","Other","Other","Other","GasA","Other","Y","SBrkr","Typical","Other","Good","Other","Other","Other","Other","Other","No_Pool","No_Fence","None","WD ","Normal",905477010,77,8335,1954,1954,0,5,0,0,0,1124,0,0,1124,0,0,1,0,3,1,5,1,NA,0,0,0,36,190,0,0,0,0,4,2006,93000
